shipment_id,shipment_date,carrier,origin_city,destination_city,weight_kg,delivery_days,status,product_category,shipping_cost_usd,delivery_notes,weight_kg_flag,delivery_days_flag
SHP-0003058,2024-05-02,UPS,"Port Harcourt",Nairobi,70.29,4,Pending,"Industrial Equipment",147.09,"Address correction applied.",0,0
SHP-0003059,2024-12-16,Ekart,Ibadan,Nairobi,117.59,14,"In Transit",Electronics,379.96,"Delayed due to customs clearance.",0,0
SHP-0003060,2022-12-18,FedEx,Kano,"Addis Ababa",46.25,11,Returned,Electronics,98.34,"Package handled with care.",0,0
SHP-0003061,2023-08-24,DTDC,Abuja,Cairo,99.62,2,Delivered,"Automotive Parts",200.36,"Returned to sender: recipient not found.",0,0
SHP-0003062,2023-02-28,DTDC,Kaduna,Kigali,41.32,13,Pending,Apparel,160.57,"Returned to sender: recipient not found.",0,0
SHP-0003063,NULL,DHL,Kaduna,Johannesburg,69.92,9,Lost,Apparel,121.56,"Address correction applied.",0,0
SHP-0003064,2023-10-26,"Blue Dart",Kano,Accra,62.7,17,Returned,Cosmetics,172.45,,0,0
SHP-0003065,2022-05-16,FedEx,Lagos,Kampala,8.03,21,Delayed,"Books & Media",16.87,"Partial delivery; remaining items en route.",0,0
SHP-0003066,2023-09-18,DHL,Enugu,Cairo,108.05,11,Returned,"Books & Media",379.44,"Weather delay in transit hub.",0,0
SHP-0003067,2024-02-21,XpressBees,Abuja,"Addis Ababa",8.03,17,Pending,Furniture,28.27,"Priority shipment.",0,0
SHP-0003068,2022-03-05,Aramex,Unknown,Nairobi,20,7,"In Transit",Electronics,83.05,,0,0
SHP-0003069,2022-10-19,FedEx,"Benin City",Kigali,45.02,12,Lost,"Food & Beverage",122.8,"Weather delay in transit hub.",0,0
SHP-0003070,2022-07-28,XpressBees,"Port Harcourt",Accra,88.85,17,Lost,Cosmetics,240.23,"Address correction applied.",0,0
SHP-0003071,2023-07-15,XpressBees,"Benin City","Dar es Salaam",6.71,21,"In Transit",Pharmaceuticals,25.61,,0,0
SHP-0003072,2024-03-10,Aramex,Kano,Unknown,59.02,16,Returned,Furniture,118.33,"Address correction applied.",0,0
SHP-0003073,2023-01-11,"Blue Dart",Ibadan,Dakar,49.24,20,"In Transit",Cosmetics,81.51,"Left at front door per customer instruction.",0,0
SHP-0003074,2023-08-30,Delhivery,Abuja,Johannesburg,88.74,15,Delayed,"Books & Media",146.11,"Package handled with care.",0,0
SHP-0003075,2022-11-19,UPS,Enugu,Cairo,74.42,5,Delivered,Apparel,248.25,"Delayed due to customs clearance.",0,0
SHP-0003076,2023-10-26,Aramex,"Benin City",Casablanca,111,2,"In Transit","Automotive Parts",418.16,"Fragile items — handle carefully.",0,0
SHP-0003077,2022-06-07,Delhivery,Lagos,Dakar,72.4,2,"In Transit",Cosmetics,210.79,"Customer requested weekend delivery.",0,0
SHP-0003078,2024-03-09,Ekart,Lagos,Nairobi,74.1,14,Returned,Furniture,119.71,"Fragile items — handle carefully.",0,0
SHP-0003079,2023-11-21,Delhivery,Enugu,Cairo,0.63,18,Delayed,Furniture,2.57,"Left at front door per customer instruction.",0,0
SHP-0003080,2023-11-21,UPS,"Benin City","Addis Ababa",20.27,13,Delivered,Apparel,59.39,"Customer requested weekend delivery.",0,0
SHP-0003081,2024-01-24,XpressBees,Ibadan,Casablanca,63.87,18,"In Transit",Toys,113.14,"Priority shipment.",0,0
SHP-0003082,2022-12-14,FedEx,"Port Harcourt",Kampala,0.9,5,Delayed,Apparel,1.92,"Priority shipment.",0,0
SHP-0003083,2022-09-08,FedEx,Lagos,Kigali,118.05,11,"In Transit",Cosmetics,279.47,,0,0
SHP-0003084,2024-01-01,FedEx,Abuja,Kigali,63.98,16,"In Transit",Pharmaceuticals,218.58,,0,0
SHP-0003085,2023-06-07,Delhivery,"Benin City","Addis Ababa",76.45,5,Delayed,"Industrial Equipment",124.94,"Partial delivery; remaining items en route.",0,0
SHP-0003086,2022-07-21,Ekart,Ibadan,Casablanca,28.05,16,"In Transit",Pharmaceuticals,118.74,,0,0
SHP-0003087,2024-03-06,FedEx,"Benin City",Accra,27.34,8,Returned,Furniture,109.41,,0,0
SHP-0003088,2024-11-02,Aramex,"Port Harcourt",Dakar,30.28,14,Delayed,Furniture,95.76,"Delayed due to customs clearance.",0,0
SHP-0003089,2022-10-25,Aramex,Enugu,Kampala,31.39,14,Lost,Unknown,116.77,"Customer requested weekend delivery.",0,0
SHP-0003090,2023-11-04,Aramex,Enugu,Kigali,102.29,5,Pending,Cosmetics,307.12,"Customer requested weekend delivery.",0,0
SHP-0003091,2022-08-10,XpressBees,Lagos,"Dar es Salaam",56.12,5,Returned,Unknown,148.93,"Weather delay in transit hub.",0,0
SHP-0003092,2023-06-14,DTDC,Lagos,Casablanca,118.06,17,Delayed,Furniture,475.46,"Customer requested weekend delivery.",0,0
SHP-0003093,2023-03-14,Unknown,"Port Harcourt",Accra,3.82,8,Delivered,Electronics,5.89,"Delayed due to customs clearance.",0,0
SHP-0003094,2024-04-01,UPS,Enugu,Accra,60.26,5,Lost,Cosmetics,148.01,"Partial delivery; remaining items en route.",0,0
SHP-0003095,2023-10-15,DHL,Kano,"Addis Ababa",47.97,60,"In Transit",Pharmaceuticals,196.8,"Partial delivery; remaining items en route.",0,1
SHP-0003096,2022-09-04,"Blue Dart",Enugu,Nairobi,16.89,13,Delivered,Furniture,26.97,"Address correction applied.",0,0
SHP-0003097,2022-06-27,Delhivery,Kaduna,"Dar es Salaam",59.26,5,"In Transit","Automotive Parts",202.67,"Partial delivery; remaining items en route.",0,0
SHP-0003098,2024-11-23,FedEx,Kano,Dakar,94.96,20,Delivered,Cosmetics,189.22,,0,0
SHP-0003099,2024-03-07,FedEx,Unknown,Johannesburg,114.45,8,Delayed,Apparel,396.62,"Customer requested weekend delivery.",0,0
SHP-0003100,2024-12-27,UPS,Ibadan,Johannesburg,9.45,3,Pending,"Automotive Parts",25,,0,0
SHP-0003101,2024-10-09,DHL,Kaduna,Casablanca,13.64,2,Pending,"Automotive Parts",26.73,"Package handled with care.",0,0
SHP-0003102,2023-09-20,"Blue Dart",Ibadan,Cairo,49.71,3,Lost,Pharmaceuticals,109.48,"Delayed due to customs clearance.",0,0
SHP-0003103,2023-04-04,"Blue Dart",Ibadan,Nairobi,101.35,18,Returned,"Books & Media",168.24,"Returned to sender: recipient not found.",0,0
SHP-0003104,2022-02-10,"Blue Dart","Port Harcourt",Kampala,5.92,19,Delivered,"Food & Beverage",25.72,"Delayed due to customs clearance.",0,0
SHP-0003105,2024-12-25,UPS,Enugu,Kampala,23.58,9,Returned,Pharmaceuticals,68.36,,0,0
SHP-0003106,2024-08-21,Aramex,Kaduna,"Dar es Salaam",78.26,17,Lost,"Books & Media",179.75,,0,0
SHP-0003107,2024-03-08,FedEx,Enugu,Dakar,51.43,15,Delayed,Cosmetics,125.02,"Customer requested weekend delivery.",0,0
SHP-0003108,2022-09-13,DHL,Abuja,Kigali,108.43,19,Delivered,Cosmetics,407.04,"Partial delivery; remaining items en route.",0,0
SHP-0003109,2024-01-06,Ekart,Abuja,Nairobi,17.57,14,Delivered,"Automotive Parts",57.74,"Address correction applied.",0,0
SHP-0003110,2022-04-30,DTDC,Enugu,Dakar,68.64,1,Returned,"Industrial Equipment",160.62,"Customer requested weekend delivery.",0,0
SHP-0003111,2024-01-03,UPS,Enugu,"Dar es Salaam",11,7,Delayed,Furniture,18.16,"Customer requested weekend delivery.",0,0
SHP-0003112,2023-10-02,DTDC,Enugu,Johannesburg,28.31,20,Lost,"Books & Media",103.39,"Left at front door per customer instruction.",0,0
SHP-0003113,2022-08-28,UPS,Enugu,"Dar es Salaam",68.39,3,Delivered,"Food & Beverage",241.44,"Partial delivery; remaining items en route.",0,0
SHP-0003114,2023-08-19,UPS,Kaduna,Kigali,103.14,8,Delayed,"Automotive Parts",180.16,"Weather delay in transit hub.",0,0
SHP-0003115,2023-07-31,UPS,Abuja,"Dar es Salaam",19.97,21,Lost,Toys,41.47,"Customer requested weekend delivery.",0,0
SHP-0003116,2023-04-25,XpressBees,"Port Harcourt",Casablanca,73.54,16,Delayed,Pharmaceuticals,196.63,"Package handled with care.",0,0
SHP-0003117,2022-01-21,UPS,Lagos,"Dar es Salaam",115.51,9,Pending,Pharmaceuticals,210.94,"Delayed due to customs clearance.",0,0
SHP-0003118,2024-08-09,DTDC,"Benin City",Nairobi,13.63,13,Lost,Apparel,45.41,,0,0
SHP-0003119,2024-04-25,"Blue Dart","Port Harcourt",Dakar,32.78,15,Pending,"Automotive Parts",108.5,,0,0
SHP-0003120,2024-01-31,FedEx,Lagos,Nairobi,72.85,9,Delivered,Toys,279.15,"Priority shipment.",0,0
SHP-0003121,2023-05-14,DTDC,Lagos,Kampala,115.41,6,Lost,Pharmaceuticals,6491.74,"Package handled with care.",0,0
SHP-0003122,2024-03-06,FedEx,"Port Harcourt","Addis Ababa",93.12,18,Pending,Pharmaceuticals,284.39,"Customer requested weekend delivery.",0,0
SHP-0003123,2022-06-24,XpressBees,Ibadan,"Addis Ababa",2.27,14,"In Transit",Cosmetics,6.98,"Address correction applied.",0,0
SHP-0003124,2024-04-05,"Blue Dart",Kaduna,Johannesburg,45.79,16,Pending,Pharmaceuticals,174.02,"Package handled with care.",0,0
SHP-0003125,2023-09-21,UPS,Abuja,Accra,103.49,19,Pending,Toys,374.21,,0,0
SHP-0003126,2024-05-05,Aramex,Lagos,Kampala,59.25,4,Delayed,Furniture,115.89,"Customer requested weekend delivery.",0,0
SHP-0003127,2022-05-18,UPS,Lagos,"Dar es Salaam",114.78,13,Returned,"Industrial Equipment",451.71,,0,0
SHP-0003128,2022-02-11,"Blue Dart","Benin City",Cairo,49.69,7,Pending,"Food & Beverage",193.99,"Package handled with care.",0,0
SHP-0003129,NULL,"Blue Dart",Abuja,Kigali,105.09,16,Delivered,"Books & Media",280.64,,0,0
SHP-0003130,2022-08-04,UPS,Kaduna,Casablanca,73.38,16,Delayed,Pharmaceuticals,290.33,"Priority shipment.",0,0
SHP-0003131,2024-11-27,"Blue Dart",Kaduna,Cairo,33.54,5,Lost,Pharmaceuticals,81.73,"Priority shipment.",0,0
SHP-0003132,2022-06-09,FedEx,Enugu,Nairobi,22.2,10,Pending,"Food & Beverage",83.8,"Fragile items — handle carefully.",0,0
SHP-0003133,2022-02-12,Aramex,Kano,Casablanca,12.31,4,Delivered,"Industrial Equipment",49.9,"Returned to sender: recipient not found.",0,0
SHP-0003134,2022-03-18,Ekart,"Port Harcourt",Johannesburg,2.06,18,Lost,"Industrial Equipment",6.16,"Priority shipment.",0,0
SHP-0003135,2024-12-13,DHL,Enugu,Dakar,500,7,Pending,"Books & Media",3978.74,"Priority shipment.",1,0
SHP-0003136,2023-02-26,FedEx,Kano,Accra,109.13,3,Pending,"Automotive Parts",282.8,,0,0
SHP-0003137,2024-04-29,DTDC,Lagos,Johannesburg,43.02,7,Unknown,Pharmaceuticals,187.38,"Partial delivery; remaining items en route.",0,0
SHP-0003138,2024-07-09,DTDC,Kano,Nairobi,49.64,12,Returned,"Automotive Parts",158.81,,0,0
SHP-0003139,2023-10-08,Aramex,Kaduna,Cairo,3.11,13,Delayed,"Automotive Parts",5.84,"Fragile items — handle carefully.",0,0
SHP-0003140,2024-03-11,Delhivery,"Benin City",Cairo,104.59,14,Delivered,Apparel,237.34,"Returned to sender: recipient not found.",0,0
SHP-0003141,2022-12-22,Ekart,Kano,Dakar,95.42,6,"In Transit","Books & Media",267.8,,0,0
SHP-0003142,NULL,Aramex,Kano,Nairobi,2.51,9,Delayed,Apparel,7.63,"Fragile items — handle carefully.",0,0
SHP-0003143,2023-06-27,FedEx,Lagos,"Dar es Salaam",72.49,20,Delayed,"Food & Beverage",178.94,"Returned to sender: recipient not found.",0,0
SHP-0003144,2022-01-15,DTDC,Ibadan,Johannesburg,22.13,13,Delayed,Electronics,71.99,"Priority shipment.",0,0
SHP-0003145,2024-12-16,XpressBees,Lagos,Cairo,89.06,9,Delivered,Cosmetics,358.04,"Address correction applied.",0,0
SHP-0003146,2022-12-27,FedEx,"Port Harcourt",Kigali,108.81,15,Returned,"Industrial Equipment",287.74,"Returned to sender: recipient not found.",0,0
SHP-0003147,2022-12-31,Delhivery,"Benin City",Dakar,19.06,17,Lost,Cosmetics,45.76,"Delayed due to customs clearance.",0,0
SHP-0003148,2023-11-21,FedEx,Kaduna,Kigali,4.97,3,"In Transit",Pharmaceuticals,14.31,"Customer requested weekend delivery.",0,0
SHP-0003149,2023-07-11,"Blue Dart",Kaduna,Accra,73.09,3,"In Transit",Apparel,133.78,"Delayed due to customs clearance.",0,0
SHP-0003150,2024-11-12,Unknown,Kano,Cairo,4.26,NULL,Returned,Furniture,12.23,,0,0
SHP-0003151,2022-08-06,FedEx,"Port Harcourt",Johannesburg,69.69,5,Delayed,Cosmetics,106.18,"Weather delay in transit hub.",0,0
SHP-0003152,2022-11-06,UPS,Kaduna,Dakar,9.28,16,Delayed,Cosmetics,35.95,,0,0
SHP-0003153,2023-01-27,"Blue Dart",Abuja,Accra,97.36,1,Returned,"Industrial Equipment",359.39,"Fragile items — handle carefully.",0,0
SHP-0003154,2022-11-09,Delhivery,"Benin City",Dakar,106.46,10,Returned,"Automotive Parts",323.68,"Customer requested weekend delivery.",0,0
SHP-0003155,2022-09-04,UPS,Ibadan,"Dar es Salaam",39.35,5,Pending,Cosmetics,83.63,"Fragile items — handle carefully.",0,0
SHP-0003156,2023-06-04,Ekart,Ibadan,Accra,54.11,7,"In Transit",Toys,154.42,"Weather delay in transit hub.",0,0
SHP-0003157,2022-10-08,DHL,Kaduna,Kampala,8.01,9,"In Transit","Food & Beverage",20.03,"Fragile items — handle carefully.",0,0
SHP-0003158,2024-07-07,"Blue Dart","Benin City","Dar es Salaam",10.38,8,Lost,"Books & Media",40.76,"Address correction applied.",0,0
SHP-0003159,2024-07-27,DHL,"Benin City",Kampala,33.49,17,Pending,"Food & Beverage",119.6,,0,0
SHP-0003160,2023-11-09,UPS,"Port Harcourt",Kampala,30.33,19,"In Transit","Automotive Parts",88.87,"Left at front door per customer instruction.",0,0
SHP-0003161,2022-06-11,Ekart,Kaduna,Cairo,105.41,10,Delivered,"Food & Beverage",422.99,"Left at front door per customer instruction.",0,0
SHP-0003162,2024-03-23,Ekart,Kano,Cairo,61.754999999999995,8,"In Transit","Food & Beverage",31,"Package handled with care.",0,0
SHP-0003163,2022-08-17,DTDC,Kano,Johannesburg,92.28,5,"In Transit",Cosmetics,253.58,"Partial delivery; remaining items en route.",0,0
SHP-0003164,2024-05-31,XpressBees,"Benin City",Kampala,117.13,19,Returned,Electronics,223.36,"Address correction applied.",0,0
SHP-0003165,2022-02-04,XpressBees,Kaduna,Accra,110.29,18,Lost,Cosmetics,470.22,"Left at front door per customer instruction.",0,0
SHP-0003166,2024-10-04,Aramex,"Benin City",Accra,49.57,8,Returned,Pharmaceuticals,101.35,,0,0
SHP-0003167,2022-10-31,UPS,"Benin City","Addis Ababa",55.56,19,Delivered,"Books & Media",176.16,"Package handled with care.",0,0
SHP-0003168,2023-01-02,Delhivery,Abuja,Dakar,56.43,6,Returned,Apparel,182.08,"Priority shipment.",0,0
SHP-0003169,2022-02-10,"Blue Dart",Enugu,"Dar es Salaam",62.21,9,Returned,Apparel,198.29,"Left at front door per customer instruction.",0,0
SHP-0003170,2023-12-27,XpressBees,Enugu,Kampala,88.7,10,Returned,Pharmaceuticals,181.01,"Left at front door per customer instruction.",0,0
SHP-0003171,2022-06-28,"Blue Dart",Kano,Accra,9.61,5,Returned,"Automotive Parts",20.61,"Customer requested weekend delivery.",0,0
SHP-0003172,2022-03-13,Aramex,"Port Harcourt","Addis Ababa",12.38,18,Delivered,Furniture,54.83,"Customer requested weekend delivery.",0,0
SHP-0003173,2024-09-01,UPS,Kaduna,"Addis Ababa",60.96,21,Delayed,Electronics,28.31,"Left at front door per customer instruction.",0,0
SHP-0003174,2024-02-03,XpressBees,Enugu,"Addis Ababa",64.96,19,"In Transit","Books & Media",156.04,"Address correction applied.",0,0
SHP-0003175,2022-08-29,Delhivery,Kano,Kigali,56.25,5,"In Transit",Furniture,140.97,,0,0
SHP-0003176,2022-08-21,DHL,"Benin City",Casablanca,108.98,11,Delayed,Cosmetics,209.31,"Weather delay in transit hub.",0,0
SHP-0003177,2022-07-10,Delhivery,Kano,Accra,118.76,1,Lost,Furniture,434.67,"Left at front door per customer instruction.",0,0
SHP-0003178,2022-03-21,"Blue Dart",Unknown,"Dar es Salaam",53.67,9,"In Transit","Books & Media",150.52,"Left at front door per customer instruction.",0,0
SHP-0003179,2023-08-08,Ekart,Unknown,Johannesburg,44.38,15,Delayed,"Automotive Parts",93.82,"Weather delay in transit hub.",0,0
SHP-0003180,2023-07-16,Aramex,Kano,Kampala,118.76,7,"In Transit","Industrial Equipment",412.65,,0,0
SHP-0003181,2023-07-13,FedEx,"Benin City",Kampala,18.34,15,Pending,Unknown,38.54,"Delayed due to customs clearance.",0,0
SHP-0003182,2024-08-11,DHL,Kaduna,Kampala,86.96,3,Pending,Furniture,310.45,"Delayed due to customs clearance.",0,0
SHP-0003183,2022-01-18,Delhivery,Abuja,"Dar es Salaam",67.24,6,Returned,"Industrial Equipment",165.15,"Returned to sender: recipient not found.",0,0
SHP-0003184,2023-03-18,XpressBees,Abuja,Dakar,15.57,18,Delayed,Apparel,57.2,"Address correction applied.",0,0
SHP-0003185,2024-02-16,FedEx,Lagos,Unknown,46.17,10,Returned,Toys,151.07,,0,0
SHP-0003186,2022-12-18,XpressBees,Lagos,Johannesburg,24.71,13,Lost,Apparel,83.77,"Weather delay in transit hub.",0,0
SHP-0003187,2023-12-25,Aramex,"Port Harcourt",Johannesburg,1.56,13,Lost,Apparel,2.94,,0,0
SHP-0003188,2022-12-25,"Blue Dart",Kaduna,Dakar,116.65,5,"In Transit",Furniture,359.25,"Left at front door per customer instruction.",0,0
SHP-0003189,2022-03-14,Ekart,Ibadan,Kigali,34.45,15,Pending,"Automotive Parts",76.46,"Returned to sender: recipient not found.",0,0
SHP-0003190,2023-10-14,Aramex,"Port Harcourt",Casablanca,5.13,7,"In Transit",Cosmetics,21.96,"Returned to sender: recipient not found.",0,0
SHP-0003191,2024-12-11,DHL,"Port Harcourt",Kampala,58.41,12,Pending,"Automotive Parts",223.85,"Fragile items — handle carefully.",0,0
SHP-0003192,2024-03-04,DHL,Kaduna,Johannesburg,6.1,6,Returned,Toys,19.74,,0,0
SHP-0003193,2024-11-06,Aramex,Kaduna,Accra,60.28,7,Lost,Cosmetics,27.64,"Customer requested weekend delivery.",0,0
SHP-0003194,2024-04-04,DTDC,"Benin City",Kampala,44.68,20,Lost,Toys,170.44,"Priority shipment.",0,0
SHP-0003195,2022-09-20,Delhivery,Lagos,Kigali,500,16,Lost,Apparel,3930.95,"Fragile items — handle carefully.",1,0
SHP-0003196,2022-11-10,UPS,Kano,Johannesburg,31.47,5,"In Transit",Pharmaceuticals,120.44,"Priority shipment.",0,0
SHP-0003197,2024-04-27,Delhivery,Ibadan,Casablanca,65.47,17,"In Transit",Apparel,166.51,"Priority shipment.",0,0
SHP-0003198,2024-09-14,Delhivery,"Benin City",Dakar,1.62,7,Delayed,Apparel,2.55,"Fragile items — handle carefully.",0,0
SHP-0003199,2023-03-06,Aramex,Kaduna,Nairobi,96.16,12,Delivered,Furniture,214.03,"Returned to sender: recipient not found.",0,0
SHP-0003200,2023-05-12,Delhivery,Ibadan,Kigali,90.94,15,Delivered,"Food & Beverage",191.01,"Address correction applied.",0,0
SHP-0003201,2024-11-08,Ekart,Kaduna,Dakar,92.5,15,"In Transit","Industrial Equipment",261.21,"Weather delay in transit hub.",0,0
SHP-0003202,2023-04-19,FedEx,Enugu,Nairobi,73.71,12,Delivered,Furniture,129.72,"Partial delivery; remaining items en route.",0,0
SHP-0003203,2024-04-29,Delhivery,Kaduna,Nairobi,68.21,16,Pending,"Food & Beverage",136.54,"Address correction applied.",0,0
SHP-0003204,2024-05-21,DTDC,Lagos,Casablanca,1.03,13,Lost,"Food & Beverage",2.64,"Package handled with care.",0,0
SHP-0003205,2023-03-02,UPS,"Port Harcourt","Dar es Salaam",62.94,9,Returned,Toys,200.4,"Weather delay in transit hub.",0,0
SHP-0003206,2024-05-19,UPS,"Benin City",Unknown,39.81,21,Delayed,Furniture,136.42,"Package handled with care.",0,0
SHP-0003207,2024-04-17,FedEx,Lagos,Johannesburg,45.24,6,Lost,Cosmetics,4807.87,"Customer requested weekend delivery.",0,0
SHP-0003208,2023-02-16,Aramex,Kaduna,Dakar,68.43,1,"In Transit",Apparel,243.71,"Customer requested weekend delivery.",0,0
SHP-0003209,2024-06-23,Ekart,Kaduna,Casablanca,5.71,19,Delayed,Pharmaceuticals,21.51,"Fragile items — handle carefully.",0,0
SHP-0003210,2023-08-15,XpressBees,Kaduna,Accra,20.21,14,"In Transit",Cosmetics,76.66,"Left at front door per customer instruction.",0,0
SHP-0003211,2023-08-06,"Blue Dart",Lagos,Kampala,33.76,20,Lost,"Automotive Parts",67.53,"Priority shipment.",0,0
SHP-0003212,2024-11-10,DTDC,Abuja,Johannesburg,108.58,6,"In Transit",Electronics,440.97,"Package handled with care.",0,0
SHP-0003213,2023-11-06,"Blue Dart","Port Harcourt",Dakar,24.55,16,Returned,"Books & Media",49.26,"Delayed due to customs clearance.",0,0
SHP-0003214,2024-12-07,Ekart,Enugu,Accra,74.89,12,Lost,Apparel,257.34,"Weather delay in transit hub.",0,0
SHP-0003215,2024-10-25,UPS,Lagos,Nairobi,106.35,11,Delivered,"Books & Media",310.44,,0,0
SHP-0003216,2022-05-06,"Blue Dart","Port Harcourt",Unknown,95.24,4,Delayed,Furniture,3948.04,"Returned to sender: recipient not found.",0,0
SHP-0003217,2023-03-18,Delhivery,Enugu,Cairo,83.7,12,Lost,Toys,370.39,"Address correction applied.",0,0
SHP-0003218,2022-05-01,XpressBees,Abuja,Accra,39.96,21,Delayed,Pharmaceuticals,157.2,"Returned to sender: recipient not found.",0,0
SHP-0003219,2022-05-19,FedEx,"Benin City","Addis Ababa",10.66,7,Returned,Apparel,45.66,"Weather delay in transit hub.",0,0
SHP-0003220,2022-12-25,FedEx,"Port Harcourt","Dar es Salaam",115.93,12,Delivered,Furniture,373.84,"Partial delivery; remaining items en route.",0,0
SHP-0003221,2024-11-07,Aramex,Enugu,Kampala,78.89,14,Unknown,"Books & Media",248.25,"Package handled with care.",0,0
SHP-0003222,2023-03-02,Delhivery,"Benin City",Accra,12.04,14,Delayed,Cosmetics,46.92,"Address correction applied.",0,0
SHP-0003223,2022-01-30,DTDC,Enugu,Dakar,24.2,17,Delayed,Furniture,37.15,"Fragile items — handle carefully.",0,0
SHP-0003224,2024-03-24,Aramex,Ibadan,"Addis Ababa",44.01,5,"In Transit","Books & Media",180.89,"Left at front door per customer instruction.",0,0
SHP-0003225,2024-10-08,Ekart,Ibadan,Accra,28.37,6,"In Transit",Electronics,101.65,"Returned to sender: recipient not found.",0,0
SHP-0003226,2022-01-11,XpressBees,Abuja,Dakar,40.08,20,Lost,Toys,128.71,"Delayed due to customs clearance.",0,0
SHP-0003227,2024-03-27,Unknown,Abuja,Kigali,81.37,19,Lost,Toys,226.13,"Customer requested weekend delivery.",0,0
SHP-0003228,2023-10-17,Delhivery,"Benin City",Nairobi,90.72,2,"In Transit",Pharmaceuticals,262.92,"Delayed due to customs clearance.",0,0
SHP-0003229,2022-04-27,Delhivery,Ibadan,Dakar,39.94,10,Delivered,"Industrial Equipment",153.46,"Weather delay in transit hub.",0,0
SHP-0003230,2022-02-24,UPS,Kano,Cairo,34.57,5,Returned,Furniture,146.62,"Priority shipment.",0,0
SHP-0003231,2023-07-21,UPS,Kano,"Dar es Salaam",18.43,6,Pending,"Industrial Equipment",41.4,"Returned to sender: recipient not found.",0,0
SHP-0003232,2023-01-13,Ekart,Enugu,Kigali,80.27,21,Delivered,"Industrial Equipment",282.33,"Left at front door per customer instruction.",0,0
